customer_id,age,annual_income,emp_length_years,home_ownership,loan_amount,loan_term_months,loan_intent,debt_to_income,revolving_utilization,delinquencies_2yrs,credit_inquiries_6m,loan_status,prob_default_pd,credit_score,credit_risk_tier,loss_given_default_lgd,exposure_at_default_ead,expected_loss_gbp
BARC-103251,53,21800.0,1,OWN,2500,36,HOME_IMPROVEMENT,22.36,52.2,1,0,1,0.2130258123427506,525,3. Subprime (High Risk),0.45,2500,239.65
BARC-103252,45,117300.0,15,RENT,7500,36,DEBT_CONSOLIDATION,14.99,80.12,0,1,0,0.09172754871003799,553,2. Near Prime (Moderate Risk),0.45,7500,309.58
BARC-103253,34,110900.0,15,MORTGAGE,20000,60,HOME_IMPROVEMENT,24.14,35.2,0,0,0,0.044788359876128864,575,2. Near Prime (Moderate Risk),0.45,20000,403.1
BARC-103254,31,34500.0,8,OWN,2500,36,MAJOR_PURCHASE,11.11,64.13,0,2,0,0.16005460449080566,535,2. Near Prime (Moderate Risk),0.45,2500,180.06
BARC-103255,55,68200.0,0,RENT,15000,36,DEBT_CONSOLIDATION,31.98,26.36,0,2,0,0.12488670503049328,543,2. Near Prime (Moderate Risk),0.45,15000,842.99
BARC-103256,61,29100.0,5,OWN,2500,36,CREDIT_CARD_REFINANCE,20.17,19.32,0,1,0,0.08048551639105772,557,2. Near Prime (Moderate Risk),0.45,2500,90.55
BARC-103257,34,63400.0,1,RENT,10000,36,HOME_IMPROVEMENT,7.99,73.87,0,0,0,0.07942595687421086,558,2. Near Prime (Moderate Risk),0.45,10000,357.42
BARC-103258,50,33000.0,10,RENT,7500,60,CREDIT_CARD_REFINANCE,29.58,74.52,1,2,0,0.46774511236838073,491,3. Subprime (High Risk),0.45,7500,1578.64
BARC-103259,61,17900.0,3,MORTGAGE,5000,36,DEBT_CONSOLIDATION,7.11,37.33,0,2,0,0.1032240104921279,550,2. Near Prime (Moderate Risk),0.45,5000,232.25
BARC-103260,24,5200.0,5,RENT,15000,60,DEBT_CONSOLIDATION,24.29,32.39,0,1,0,0.14110644505747255,539,2. Near Prime (Moderate Risk),0.45,15000,952.47
BARC-103261,24,31300.0,2,RENT,10000,60,DEBT_CONSOLIDATION,5.26,40.08,0,0,0,0.05239738713355682,571,2. Near Prime (Moderate Risk),0.45,10000,235.79
BARC-103262,48,42300.0,8,MORTGAGE,20000,60,CREDIT_CARD_REFINANCE,20.61,29.44,0,2,0,0.11356254564515036,546,2. Near Prime (Moderate Risk),0.45,20000,1022.06
BARC-103263,28,75500.0,5,MORTGAGE,10000,60,DEBT_CONSOLIDATION,16.76,29.59,1,0,0,0.07884869688477728,558,2. Near Prime (Moderate Risk),0.45,10000,354.82
BARC-103264,22,37100.0,8,OWN,5000,36,DEBT_CONSOLIDATION,15.53,51.78,0,0,0,0.08699830336603599,555,2. Near Prime (Moderate Risk),0.45,5000,195.75
BARC-103265,61,63000.0,3,RENT,5000,36,DEBT_CONSOLIDATION,12.71,0.0,1,0,0,0.044923338648859834,575,2. Near Prime (Moderate Risk),0.45,5000,101.08
BARC-103266,66,28300.0,3,MORTGAGE,10000,36,DEBT_CONSOLIDATION,19.44,50.29,0,0,0,0.10401791151640545,549,2. Near Prime (Moderate Risk),0.45,10000,468.08
BARC-103267,42,30200.0,10,RENT,7500,36,CREDIT_CARD_REFINANCE,7.83,19.82,3,4,0,0.48133630863540927,489,3. Subprime (High Risk),0.45,7500,1624.51
BARC-103268,61,64800.0,2,OWN,10000,36,MEDICAL,18.57,38.63,1,0,1,0.10755120394213634,548,2. Near Prime (Moderate Risk),0.45,10000,483.98
BARC-103269,36,9400.0,10,RENT,10000,60,CREDIT_CARD_REFINANCE,12.08,47.85,0,0,0,0.0920936016440358,553,2. Near Prime (Moderate Risk),0.45,10000,414.42
BARC-103270,49,36600.0,0,OWN,7500,36,DEBT_CONSOLIDATION,12.23,26.31,1,0,0,0.08983278323773244,554,2. Near Prime (Moderate Risk),0.45,7500,303.19
BARC-103271,50,29100.0,1,RENT,20000,36,DEBT_CONSOLIDATION,17.88,70.18,0,2,0,0.22387177895475965,523,3. Subprime (High Risk),0.45,20000,2014.85
BARC-103272,32,76800.0,8,MORTGAGE,10000,36,CREDIT_CARD_REFINANCE,16.75,50.77,1,0,0,0.1127858501580285,547,2. Near Prime (Moderate Risk),0.45,10000,507.54
BARC-103273,55,27200.0,15,RENT,10000,60,HOME_IMPROVEMENT,2.0,39.72,3,2,1,0.3855677066683131,501,3. Subprime (High Risk),0.45,10000,1735.05
BARC-103274,31,48200.0,15,MORTGAGE,2500,36,DEBT_CONSOLIDATION,22.6,47.57,0,0,0,0.0927675813475821,553,2. Near Prime (Moderate Risk),0.45,2500,104.36
BARC-103275,66,60300.0,5,RENT,7500,36,DEBT_CONSOLIDATION,25.14,25.1,0,1,0,0.08012734111282051,558,2. Near Prime (Moderate Risk),0.45,7500,270.43
BARC-103276,41,16000.0,5,MORTGAGE,20000,36,MAJOR_PURCHASE,18.73,68.43,0,1,0,0.1951633131399014,528,3. Subprime (High Risk),0.45,20000,1756.47
BARC-103277,41,33600.0,5,RENT,7500,36,DEBT_CONSOLIDATION,23.01,47.1,0,1,0,0.13707942542903148,540,2. Near Prime (Moderate Risk),0.45,7500,462.64
BARC-103278,25,28600.0,8,RENT,5000,60,HOME_IMPROVEMENT,26.34,42.07,0,1,1,0.14581294114137314,538,2. Near Prime (Moderate Risk),0.45,5000,328.08
BARC-103279,40,61100.0,5,RENT,5000,60,CREDIT_CARD_REFINANCE,20.05,67.78,0,1,0,0.140526748769934,539,2. Near Prime (Moderate Risk),0.45,5000,316.19
BARC-103280,57,52600.0,1,RENT,2500,36,CREDIT_CARD_REFINANCE,12.25,100.0,1,1,0,0.32051281261407916,509,3. Subprime (High Risk),0.45,2500,360.58
BARC-103281,23,31900.0,10,RENT,7500,36,MAJOR_PURCHASE,13.18,2.06,0,0,0,0.03405137476958949,584,1. Prime (Low Risk),0.45,7500,114.92
BARC-103282,64,20400.0,10,MORTGAGE,10000,36,MAJOR_PURCHASE,18.56,46.14,0,2,0,0.16812502661796416,533,2. Near Prime (Moderate Risk),0.45,10000,756.56
BARC-103283,53,64300.0,10,MORTGAGE,7500,36,DEBT_CONSOLIDATION,5.63,56.66,0,0,0,0.0533322677243164,570,2. Near Prime (Moderate Risk),0.45,7500,180.0
BARC-103284,29,35000.0,3,RENT,15000,36,HOME_IMPROVEMENT,15.95,43.62,0,1,0,0.1018116176639699,550,2. Near Prime (Moderate Risk),0.45,15000,687.23
BARC-103285,29,14900.0,2,MORTGAGE,2500,60,DEBT_CONSOLIDATION,35.5,56.58,0,2,0,0.32552355347361744,508,3. Subprime (High Risk),0.45,2500,366.21
BARC-103286,24,15600.0,1,MORTGAGE,10000,60,DEBT_CONSOLIDATION,20.45,51.83,0,1,0,0.15838047689998822,535,2. Near Prime (Moderate Risk),0.45,10000,712.71
BARC-103287,55,46200.0,5,MORTGAGE,10000,36,HOME_IMPROVEMENT,16.43,68.57,0,0,0,0.11094335065228692,547,2. Near Prime (Moderate Risk),0.45,10000,499.25
BARC-103288,37,18000.0,2,MORTGAGE,10000,36,DEBT_CONSOLIDATION,31.46,70.19,0,1,0,0.2812258036483495,514,3. Subprime (High Risk),0.45,10000,1265.52
BARC-103289,54,101000.0,3,MORTGAGE,7500,36,CREDIT_CARD_REFINANCE,16.77,41.51,0,0,0,0.042598218175054915,577,2. Near Prime (Moderate Risk),0.45,7500,143.77
BARC-103290,44,21700.0,1,MORTGAGE,20000,60,HOME_IMPROVEMENT,15.28,27.76,1,2,0,0.1909942359906772,529,3. Subprime (High Risk),0.45,20000,1718.95
BARC-103291,52,36300.0,2,MORTGAGE,2500,60,HOME_IMPROVEMENT,22.38,19.18,2,0,0,0.1916774624168494,529,3. Subprime (High Risk),0.45,2500,215.64
BARC-103292,21,39600.0,3,RENT,20000,36,HOME_IMPROVEMENT,16.23,72.85,1,3,1,0.39776049305142985,499,3. Subprime (High Risk),0.45,20000,3579.84
BARC-103293,28,24300.0,1,MORTGAGE,20000,60,HOME_IMPROVEMENT,18.51,57.64,0,3,0,0.2458802149871857,519,3. Subprime (High Risk),0.45,20000,2212.92
BARC-103294,65,10600.0,2,MORTGAGE,25000,36,DEBT_CONSOLIDATION,13.1,44.76,0,0,0,0.08930209055475723,554,2. Near Prime (Moderate Risk),0.45,25000,1004.65
BARC-103295,43,40300.0,0,MORTGAGE,15000,36,CREDIT_CARD_REFINANCE,25.35,33.11,0,0,0,0.08443019865075227,556,2. Near Prime (Moderate Risk),0.45,15000,569.9
BARC-103296,67,24000.0,0,RENT,20000,60,HOME_IMPROVEMENT,31.99,63.92,0,0,0,0.19897956751517729,527,3. Subprime (High Risk),0.45,20000,1790.82
BARC-103297,60,38700.0,1,MORTGAGE,5000,60,HOME_IMPROVEMENT,23.67,42.68,0,2,0,0.16057809801464315,535,2. Near Prime (Moderate Risk),0.45,5000,361.3
BARC-103298,32,34000.0,8,MORTGAGE,15000,36,DEBT_CONSOLIDATION,19.42,7.39,0,0,0,0.04585679383688431,575,2. Near Prime (Moderate Risk),0.45,15000,309.53
BARC-103299,32,42000.0,1,RENT,5000,36,HOME_IMPROVEMENT,10.92,36.16,0,0,0,0.05383601529886658,570,2. Near Prime (Moderate Risk),0.45,5000,121.13
BARC-103300,66,85700.0,10,MORTGAGE,7500,36,CREDIT_CARD_REFINANCE,14.73,28.03,0,0,0,0.03554500779573488,582,1. Prime (Low Risk),0.45,7500,119.96
BARC-103301,67,26900.0,8,MORTGAGE,10000,36,DEBT_CONSOLIDATION,35.03,34.38,0,0,0,0.13250354870853354,541,2. Near Prime (Moderate Risk),0.45,10000,596.27
BARC-103302,35,28100.0,10,MORTGAGE,7500,36,DEBT_CONSOLIDATION,15.63,32.39,2,2,0,0.318421232483627,509,3. Subprime (High Risk),0.45,7500,1074.67
BARC-103303,61,14500.0,3,RENT,7500,36,MEDICAL,13.59,42.98,0,0,0,0.08503617543970486,556,2. Near Prime (Moderate Risk),0.45,7500,287.0
BARC-103304,39,32600.0,0,OWN,5000,60,DEBT_CONSOLIDATION,29.69,20.23,0,1,0,0.10861991047166565,548,2. Near Prime (Moderate Risk),0.45,5000,244.39
BARC-103305,46,45500.0,0,MORTGAGE,7500,36,MEDICAL,4.07,74.72,0,1,0,0.10808801923042946,548,2. Near Prime (Moderate Risk),0.45,7500,364.8
BARC-103306,49,27800.0,8,MORTGAGE,10000,36,DEBT_CONSOLIDATION,9.62,21.9,0,2,0,0.07854829371286329,558,2. Near Prime (Moderate Risk),0.45,10000,353.47
BARC-103307,42,45700.0,15,OWN,2500,60,HOME_IMPROVEMENT,17.09,20.95,0,3,0,0.11071189455421668,547,2. Near Prime (Moderate Risk),0.45,2500,124.55
BARC-103308,60,32900.0,1,RENT,7500,36,DEBT_CONSOLIDATION,11.28,19.18,2,0,0,0.1405239609928118,539,2. Near Prime (Moderate Risk),0.45,7500,474.27
BARC-103309,41,17700.0,10,RENT,20000,36,DEBT_CONSOLIDATION,18.04,64.93,0,0,1,0.13929414784335578,540,2. Near Prime (Moderate Risk),0.45,20000,1253.65
BARC-103310,58,43100.0,8,RENT,7500,36,HOME_IMPROVEMENT,17.37,45.28,1,1,0,0.17810934402469839,531,2. Near Prime (Moderate Risk),0.45,7500,601.12
BARC-103311,40,32400.0,8,MORTGAGE,15000,60,HOME_IMPROVEMENT,21.17,14.25,0,1,0,0.07388297221876121,560,2. Near Prime (Moderate Risk),0.45,15000,498.71
BARC-103312,49,38900.0,8,RENT,2500,36,DEBT_CONSOLIDATION,22.24,55.15,1,2,0,0.30448302381272585,511,3. Subprime (High Risk),0.45,2500,342.54
BARC-103313,24,26600.0,0,OWN,10000,36,DEBT_CONSOLIDATION,10.63,75.6,0,0,0,0.12237698769506139,544,2. Near Prime (Moderate Risk),0.45,10000,550.7
BARC-103314,27,25300.0,5,RENT,20000,60,HOME_IMPROVEMENT,26.11,0.0,1,2,0,0.16540092530897846,534,2. Near Prime (Moderate Risk),0.45,20000,1488.61
BARC-103315,48,39600.0,5,RENT,10000,36,HOME_IMPROVEMENT,28.52,31.65,0,3,0,0.1973519026972435,528,3. Subprime (High Risk),0.45,10000,888.08
BARC-103316,48,32000.0,10,RENT,5000,36,DEBT_CONSOLIDATION,15.88,17.06,0,0,0,0.04932458691500967,572,2. Near Prime (Moderate Risk),0.45,5000,110.98
BARC-103317,24,93700.0,3,RENT,15000,60,DEBT_CONSOLIDATION,18.04,13.7,0,2,0,0.05013959189115806,572,2. Near Prime (Moderate Risk),0.45,15000,338.44
BARC-103318,42,56300.0,5,RENT,7500,36,HOME_IMPROVEMENT,31.37,70.88,0,1,1,0.21530475712116828,524,3. Subprime (High Risk),0.45,7500,726.65
BARC-103319,32,49000.0,5,RENT,7500,36,DEBT_CONSOLIDATION,21.34,44.29,0,0,1,0.08339975384430517,556,2. Near Prime (Moderate Risk),0.45,7500,281.47
BARC-103320,65,32900.0,5,MORTGAGE,15000,36,HOME_IMPROVEMENT,25.66,58.43,0,0,1,0.14018075038938282,539,2. Near Prime (Moderate Risk),0.45,15000,946.22
BARC-103321,23,11900.0,3,MORTGAGE,2500,60,DEBT_CONSOLIDATION,19.85,50.94,0,0,0,0.12242536459269465,544,2. Near Prime (Moderate Risk),0.45,2500,137.73
BARC-103322,42,23300.0,1,MORTGAGE,15000,36,MEDICAL,27.95,54.71,1,2,0,0.38272842005355245,501,3. Subprime (High Risk),0.45,15000,2583.42
BARC-103323,64,25400.0,2,OWN,7500,36,HOME_IMPROVEMENT,17.85,34.43,0,2,0,0.13031538765089062,542,2. Near Prime (Moderate Risk),0.45,7500,439.81
BARC-103324,22,31200.0,3,OWN,15000,36,DEBT_CONSOLIDATION,22.94,27.49,0,3,0,0.16710648279151732,533,2. Near Prime (Moderate Risk),0.45,15000,1127.97
BARC-103325,44,35700.0,5,MORTGAGE,2500,36,MAJOR_PURCHASE,21.84,40.69,0,0,0,0.08935758844063124,554,2. Near Prime (Moderate Risk),0.45,2500,100.53
BARC-103326,54,52100.0,5,MORTGAGE,7500,60,HOME_IMPROVEMENT,33.37,0.0,0,0,0,0.05508588340942814,569,2. Near Prime (Moderate Risk),0.45,7500,185.91
BARC-103327,47,42200.0,8,RENT,15000,60,DEBT_CONSOLIDATION,25.27,22.27,0,0,0,0.06826968566406652,563,2. Near Prime (Moderate Risk),0.45,15000,460.82
BARC-103328,61,68700.0,5,MORTGAGE,10000,36,HOME_IMPROVEMENT,10.54,19.11,0,0,0,0.030374248361773375,587,1. Prime (Low Risk),0.45,10000,136.68
BARC-103329,21,30600.0,3,RENT,20000,60,HOME_IMPROVEMENT,10.38,51.3,0,0,0,0.07686631051929088,559,2. Near Prime (Moderate Risk),0.45,20000,691.8
BARC-103330,28,41800.0,5,RENT,20000,36,MAJOR_PURCHASE,29.62,46.49,0,2,1,0.19887062005378875,527,3. Subprime (High Risk),0.45,20000,1789.84
BARC-103331,43,43900.0,3,MORTGAGE,15000,60,CREDIT_CARD_REFINANCE,24.52,19.94,1,4,0,0.2935570014270429,512,3. Subprime (High Risk),0.45,15000,1981.51
BARC-103332,58,41600.0,0,MORTGAGE,7500,60,DEBT_CONSOLIDATION,7.95,58.75,1,0,0,0.1308030793907716,542,2. Near Prime (Moderate Risk),0.45,7500,441.46
BARC-103333,26,73500.0,2,MORTGAGE,5000,36,CREDIT_CARD_REFINANCE,17.35,18.03,0,1,0,0.048048344664143816,573,2. Near Prime (Moderate Risk),0.45,5000,108.11
BARC-103334,42,56500.0,5,OWN,5000,36,DEBT_CONSOLIDATION,27.9,67.12,0,1,0,0.18332582079343357,530,2. Near Prime (Moderate Risk),0.45,5000,412.48
BARC-103335,45,17600.0,2,RENT,7500,36,CREDIT_CARD_REFINANCE,13.04,0.0,0,0,0,0.037190133704348566,581,1. Prime (Low Risk),0.45,7500,125.52
BARC-103336,38,34100.0,8,MORTGAGE,2500,36,DEBT_CONSOLIDATION,32.11,56.19,0,0,0,0.16334716532038057,534,2. Near Prime (Moderate Risk),0.45,2500,183.77
BARC-103337,37,36000.0,10,MORTGAGE,15000,36,MEDICAL,30.96,14.13,0,1,0,0.09897726682593211,551,2. Near Prime (Moderate Risk),0.45,15000,668.1
BARC-103338,32,118600.0,2,RENT,7500,36,CREDIT_CARD_REFINANCE,13.96,82.41,0,1,1,0.09124957256441327,553,2. Near Prime (Moderate Risk),0.45,7500,307.97
BARC-103339,26,30300.0,0,RENT,20000,36,DEBT_CONSOLIDATION,7.5,52.52,0,0,0,0.07147806943297969,561,2. Near Prime (Moderate Risk),0.45,20000,643.3
BARC-103340,46,21200.0,10,MORTGAGE,7500,36,DEBT_CONSOLIDATION,29.33,48.29,0,0,0,0.14627270147047636,538,2. Near Prime (Moderate Risk),0.45,7500,493.67
BARC-103341,47,46200.0,5,MORTGAGE,10000,36,DEBT_CONSOLIDATION,9.3,39.15,0,0,0,0.051767231193400945,571,2. Near Prime (Moderate Risk),0.45,10000,232.95
BARC-103342,28,47700.0,0,RENT,10000,36,DEBT_CONSOLIDATION,18.05,35.89,0,2,0,0.11153121083165067,547,2. Near Prime (Moderate Risk),0.45,10000,501.89
BARC-103343,39,34900.0,5,MORTGAGE,5000,36,DEBT_CONSOLIDATION,28.06,49.26,0,1,0,0.16429322972986263,534,2. Near Prime (Moderate Risk),0.45,5000,369.66
BARC-103344,62,32200.0,1,RENT,2500,36,DEBT_CONSOLIDATION,3.93,64.85,0,0,0,0.0776554000118356,559,2. Near Prime (Moderate Risk),0.45,2500,87.36
BARC-103345,21,61200.0,8,RENT,2500,36,DEBT_CONSOLIDATION,27.14,51.76,1,1,0,0.22776367454369448,522,3. Subprime (High Risk),0.45,2500,256.23
BARC-103346,49,22700.0,5,RENT,7500,60,DEBT_CONSOLIDATION,17.75,45.2,1,0,0,0.16546047514567244,534,2. Near Prime (Moderate Risk),0.45,7500,558.43
BARC-103347,65,30100.0,10,OWN,10000,36,MEDICAL,17.89,69.73,0,0,0,0.13561034428361135,541,2. Near Prime (Moderate Risk),0.45,10000,610.25
BARC-103348,55,27300.0,3,MORTGAGE,2500,36,DEBT_CONSOLIDATION,20.05,45.29,0,1,0,0.12759247054270603,543,2. Near Prime (Moderate Risk),0.45,2500,143.54
BARC-103349,60,66300.0,15,MORTGAGE,10000,36,CREDIT_CARD_REFINANCE,13.49,12.13,0,0,0,0.030249135339585023,587,1. Prime (Low Risk),0.45,10000,136.12
BARC-103350,34,42500.0,10,OWN,7500,60,DEBT_CONSOLIDATION,16.85,67.18,0,0,0,0.11330768193868711,546,2. Near Prime (Moderate Risk),0.45,7500,382.41
BARC-103351,55,20200.0,8,RENT,5000,36,DEBT_CONSOLIDATION,27.8,7.98,0,0,0,0.06995994815136529,562,2. Near Prime (Moderate Risk),0.45,5000,157.41
BARC-103352,65,21400.0,3,OWN,7500,36,DEBT_CONSOLIDATION,18.57,23.44,1,0,0,0.11969406282672067,545,2. Near Prime (Moderate Risk),0.45,7500,403.97
BARC-103353,40,101800.0,3,RENT,2500,36,MEDICAL,21.49,38.77,0,0,0,0.04738186079742666,574,2. Near Prime (Moderate Risk),0.45,2500,53.3
BARC-103354,33,65900.0,3,MORTGAGE,10000,36,HOME_IMPROVEMENT,21.42,76.72,2,0,0,0.3436646747427177,506,3. Subprime (High Risk),0.45,10000,1546.49
BARC-103355,58,57700.0,0,MORTGAGE,5000,36,DEBT_CONSOLIDATION,29.69,45.85,0,0,0,0.10472550846429804,549,2. Near Prime (Moderate Risk),0.45,5000,235.63
BARC-103356,66,36600.0,5,RENT,5000,60,MAJOR_PURCHASE,18.07,4.14,0,1,0,0.05333848475380771,570,2. Near Prime (Moderate Risk),0.45,5000,120.01
BARC-103357,28,83300.0,8,MORTGAGE,20000,36,DEBT_CONSOLIDATION,22.98,48.08,0,0,0,0.06971842654685424,562,2. Near Prime (Moderate Risk),0.45,20000,627.47
BARC-103358,63,19800.0,8,MORTGAGE,7500,36,DEBT_CONSOLIDATION,22.21,19.71,0,0,0,0.07169443132296985,561,2. Near Prime (Moderate Risk),0.45,7500,241.97
BARC-103359,40,54900.0,5,MORTGAGE,10000,60,CREDIT_CARD_REFINANCE,27.81,52.7,0,1,0,0.14679575414368268,538,2. Near Prime (Moderate Risk),0.45,10000,660.58
BARC-103360,53,28500.0,3,RENT,7500,36,DEBT_CONSOLIDATION,15.65,39.91,0,0,1,0.07632602910100361,559,2. Near Prime (Moderate Risk),0.45,7500,257.6
BARC-103361,46,31700.0,8,OWN,10000,36,MAJOR_PURCHASE,9.84,17.84,0,4,0,0.12148099502610751,544,2. Near Prime (Moderate Risk),0.45,10000,546.66
BARC-103362,59,54100.0,5,RENT,10000,36,CREDIT_CARD_REFINANCE,16.1,40.58,2,0,0,0.1938927219148126,528,3. Subprime (High Risk),0.45,10000,872.52
BARC-103363,41,33600.0,10,RENT,20000,36,HOME_IMPROVEMENT,14.53,36.36,0,2,1,0.11304744762535056,547,2. Near Prime (Moderate Risk),0.45,20000,1017.43
BARC-103364,62,28600.0,2,RENT,20000,36,DEBT_CONSOLIDATION,16.95,63.51,0,2,0,0.19767168872358767,528,3. Subprime (High Risk),0.45,20000,1779.05
BARC-103365,63,27700.0,1,RENT,5000,60,DEBT_CONSOLIDATION,15.85,0.66,0,0,0,0.03787003758784979,580,1. Prime (Low Risk),0.45,5000,85.21
BARC-103366,61,12200.0,0,OWN,10000,36,CREDIT_CARD_REFINANCE,8.32,35.62,0,0,0,0.06370546576091038,565,2. Near Prime (Moderate Risk),0.45,10000,286.67
BARC-103367,29,55300.0,8,RENT,2500,36,CREDIT_CARD_REFINANCE,15.32,17.54,0,1,1,0.052337569996590054,571,2. Near Prime (Moderate Risk),0.45,2500,58.88
BARC-103368,44,20900.0,5,MORTGAGE,7500,36,MAJOR_PURCHASE,15.18,53.35,0,0,0,0.10165233201539774,550,2. Near Prime (Moderate Risk),0.45,7500,343.08
BARC-103369,57,100900.0,0,RENT,5000,36,HOME_IMPROVEMENT,12.81,15.68,0,1,0,0.03053257722752877,587,1. Prime (Low Risk),0.45,5000,68.7
BARC-103370,61,31000.0,10,MORTGAGE,15000,36,DEBT_CONSOLIDATION,17.3,72.16,0,0,0,0.13758941859009755,540,2. Near Prime (Moderate Risk),0.45,15000,928.73
BARC-103371,37,74600.0,5,RENT,5000,36,HOME_IMPROVEMENT,13.54,25.7,0,0,0,0.03614997038636641,582,1. Prime (Low Risk),0.45,5000,81.34
BARC-103372,44,13400.0,5,RENT,10000,36,DEBT_CONSOLIDATION,5.93,22.89,0,0,0,0.046023273400260335,575,2. Near Prime (Moderate Risk),0.45,10000,207.1
BARC-103373,41,54300.0,8,RENT,5000,36,DEBT_CONSOLIDATION,18.91,50.87,0,2,0,0.13967225099737876,540,2. Near Prime (Moderate Risk),0.45,5000,314.26
BARC-103374,59,62500.0,5,MORTGAGE,5000,36,MEDICAL,21.98,39.25,0,2,0,0.118331954731263,545,2. Near Prime (Moderate Risk),0.45,5000,266.25
BARC-103375,61,74400.0,2,OWN,2500,36,HOME_IMPROVEMENT,6.66,42.38,2,0,0,0.1270439660647632,543,2. Near Prime (Moderate Risk),0.45,2500,142.92
BARC-103376,59,15700.0,5,RENT,2500,36,DEBT_CONSOLIDATION,28.41,25.97,0,0,0,0.10197566831245648,550,2. Near Prime (Moderate Risk),0.45,2500,114.72
BARC-103377,33,24700.0,10,RENT,25000,60,DEBT_CONSOLIDATION,8.51,63.73,0,0,0,0.0946614604323316,552,2. Near Prime (Moderate Risk),0.45,25000,1064.94
BARC-103378,31,49900.0,3,MORTGAGE,15000,36,DEBT_CONSOLIDATION,32.2,69.33,1,2,0,0.42682043876989895,496,3. Subprime (High Risk),0.45,15000,2881.04
BARC-103379,66,39400.0,2,RENT,5000,36,HOME_IMPROVEMENT,22.29,31.9,0,0,0,0.07517433986086716,560,2. Near Prime (Moderate Risk),0.45,5000,169.14
BARC-103380,39,42700.0,0,MORTGAGE,20000,36,DEBT_CONSOLIDATION,26.13,67.91,2,0,1,0.3954902531915084,499,3. Subprime (High Risk),0.45,20000,3559.41
BARC-103381,31,29800.0,5,RENT,15000,36,CREDIT_CARD_REFINANCE,25.52,42.12,0,0,0,0.10873465627796987,548,2. Near Prime (Moderate Risk),0.45,15000,733.96
BARC-103382,33,85200.0,8,OWN,2500,36,DEBT_CONSOLIDATION,19.2,37.61,0,3,0,0.11286141225475242,547,2. Near Prime (Moderate Risk),0.45,2500,126.97
BARC-103383,66,152500.0,15,OTHER,10000,60,HOME_IMPROVEMENT,11.76,49.5,0,0,0,0.025794502209972724,592,1. Prime (Low Risk),0.45,10000,116.08
BARC-103384,65,38500.0,5,MORTGAGE,2500,60,MAJOR_PURCHASE,24.09,42.37,0,0,0,0.09675020797962057,552,2. Near Prime (Moderate Risk),0.45,2500,108.84
BARC-103385,21,46600.0,3,RENT,15000,36,HOME_IMPROVEMENT,31.32,48.54,0,0,0,0.12687937265831098,543,2. Near Prime (Moderate Risk),0.45,15000,856.44
BARC-103386,60,37500.0,15,RENT,5000,36,DEBT_CONSOLIDATION,16.9,39.27,0,2,0,0.12403657969301139,544,2. Near Prime (Moderate Risk),0.45,5000,279.08
BARC-103387,64,73600.0,1,RENT,10000,60,MAJOR_PURCHASE,17.07,27.26,0,0,0,0.042487683476761406,577,2. Near Prime (Moderate Risk),0.45,10000,191.19
BARC-103388,39,57300.0,8,MORTGAGE,2500,36,DEBT_CONSOLIDATION,16.68,34.3,0,3,0,0.12437824771279395,543,2. Near Prime (Moderate Risk),0.45,2500,139.93
BARC-103389,32,20200.0,3,MORTGAGE,7500,60,DEBT_CONSOLIDATION,15.96,11.3,0,0,0,0.049526798930754255,572,2. Near Prime (Moderate Risk),0.45,7500,167.15
BARC-103390,28,25900.0,10,OWN,5000,36,HOME_IMPROVEMENT,25.37,1.41,0,2,1,0.09401470104687361,552,2. Near Prime (Moderate Risk),0.45,5000,211.53
BARC-103391,28,20800.0,8,RENT,7500,36,CREDIT_CARD_REFINANCE,9.49,36.51,0,0,1,0.062395726962642895,565,2. Near Prime (Moderate Risk),0.45,7500,210.59
BARC-103392,65,159900.0,3,RENT,15000,36,DEBT_CONSOLIDATION,11.5,70.88,0,2,0,0.06249315700221491,565,2. Near Prime (Moderate Risk),0.45,15000,421.83
BARC-103393,32,51500.0,8,OWN,20000,36,DEBT_CONSOLIDATION,8.64,45.16,0,0,0,0.053833439193581745,570,2. Near Prime (Moderate Risk),0.45,20000,484.5
BARC-103394,53,26200.0,10,RENT,20000,36,DEBT_CONSOLIDATION,20.66,18.26,0,0,0,0.06260211810467797,565,2. Near Prime (Moderate Risk),0.45,20000,563.42
BARC-103395,65,25000.0,2,RENT,15000,36,HOME_IMPROVEMENT,15.37,21.27,0,0,0,0.055751480409586406,569,2. Near Prime (Moderate Risk),0.45,15000,376.32
BARC-103396,46,56500.0,5,MORTGAGE,7500,60,CREDIT_CARD_REFINANCE,12.55,58.74,0,0,0,0.07515836801826871,560,2. Near Prime (Moderate Risk),0.45,7500,253.66
BARC-103397,59,59700.0,3,MORTGAGE,7500,36,DEBT_CONSOLIDATION,8.51,95.88,0,2,0,0.20091494922513345,527,3. Subprime (High Risk),0.45,7500,678.09
BARC-103398,48,56300.0,15,RENT,10000,36,DEBT_CONSOLIDATION,24.98,88.41,0,0,0,0.18488299988541282,530,2. Near Prime (Moderate Risk),0.45,10000,831.97
BARC-103399,25,28700.0,15,MORTGAGE,2500,36,HOME_IMPROVEMENT,29.15,27.38,2,1,0,0.3392607020817569,506,3. Subprime (High Risk),0.45,2500,381.67
BARC-103400,28,43000.0,1,MORTGAGE,20000,36,DEBT_CONSOLIDATION,20.25,64.85,0,1,1,0.15608102420073228,536,2. Near Prime (Moderate Risk),0.45,20000,1404.73
