customer_id,age,annual_income,emp_length_years,home_ownership,loan_amount,loan_term_months,loan_intent,debt_to_income,revolving_utilization,delinquencies_2yrs,credit_inquiries_6m,loan_status
BARC-102606,30,144500.0,10,RENT,7500,36,DEBT_CONSOLIDATION,25.43,64.14,2,4,1
BARC-102607,60,67100.0,5,MORTGAGE,20000,36,MAJOR_PURCHASE,32.27,73.22,0,0,0
BARC-102608,41,35800.0,10,MORTGAGE,10000,36,MEDICAL,26.47,49.06,2,0,0
BARC-102609,48,72600.0,3,MORTGAGE,15000,60,DEBT_CONSOLIDATION,30.29,0.0,0,2,0
BARC-102610,31,93200.0,15,RENT,15000,36,HOME_IMPROVEMENT,14.76,20.62,0,3,0
BARC-102611,54,16900.0,15,RENT,5000,60,DEBT_CONSOLIDATION,2.0,39.54,0,4,0
BARC-102612,28,71200.0,10,OWN,7500,60,DEBT_CONSOLIDATION,17.96,42.44,0,0,0
BARC-102613,42,55500.0,2,RENT,2500,60,DEBT_CONSOLIDATION,17.79,52.72,1,0,0
BARC-102614,28,69800.0,8,MORTGAGE,15000,36,DEBT_CONSOLIDATION,32.61,58.55,0,0,0
BARC-102615,35,56800.0,10,RENT,10000,36,MEDICAL,29.18,35.38,0,0,0
BARC-102616,37,32000.0,3,RENT,20000,36,DEBT_CONSOLIDATION,25.68,47.39,0,1,0
BARC-102617,43,111100.0,1,OWN,5000,36,HOME_IMPROVEMENT,19.53,52.2,0,0,0
BARC-102618,44,43800.0,2,RENT,20000,36,MAJOR_PURCHASE,8.55,18.37,0,0,0
BARC-102619,65,28600.0,5,MORTGAGE,20000,60,DEBT_CONSOLIDATION,16.69,60.39,0,0,0
BARC-102620,39,48000.0,2,RENT,5000,36,DEBT_CONSOLIDATION,14.46,15.52,1,1,0
BARC-102621,25,62000.0,8,OWN,15000,36,DEBT_CONSOLIDATION,10.43,42.75,0,2,0
BARC-102622,52,38300.0,3,MORTGAGE,7500,36,DEBT_CONSOLIDATION,17.45,61.26,0,0,1
BARC-102623,64,45100.0,2,RENT,5000,36,DEBT_CONSOLIDATION,8.31,25.19,1,3,0
BARC-102624,21,38100.0,5,RENT,20000,36,MEDICAL,24.08,53.8,0,0,1
BARC-102625,43,25300.0,0,MORTGAGE,15000,36,DEBT_CONSOLIDATION,4.81,58.21,0,2,0
BARC-102626,57,23100.0,5,RENT,5000,36,MAJOR_PURCHASE,16.69,95.85,0,0,1
BARC-102627,28,16800.0,15,RENT,20000,36,DEBT_CONSOLIDATION,6.83,67.41,0,1,0
BARC-102628,33,83700.0,8,MORTGAGE,7500,36,DEBT_CONSOLIDATION,13.38,31.38,2,0,1
BARC-102629,28,32100.0,3,RENT,7500,60,MAJOR_PURCHASE,24.05,34.56,3,1,1
BARC-102630,43,5500.0,10,RENT,10000,36,MEDICAL,21.54,7.39,0,1,1
BARC-102631,63,45200.0,5,MORTGAGE,7500,36,DEBT_CONSOLIDATION,10.51,60.9,1,0,0
BARC-102632,21,44700.0,5,RENT,7500,36,DEBT_CONSOLIDATION,17.48,31.88,0,1,0
BARC-102633,65,13000.0,3,RENT,15000,60,CREDIT_CARD_REFINANCE,12.75,61.32,0,0,0
BARC-102634,44,23000.0,0,RENT,7500,36,CREDIT_CARD_REFINANCE,16.76,35.22,0,0,0
BARC-102635,55,22400.0,2,MORTGAGE,10000,36,DEBT_CONSOLIDATION,17.68,51.65,0,3,1
BARC-102636,44,24100.0,10,MORTGAGE,7500,36,DEBT_CONSOLIDATION,20.3,42.49,0,1,0
BARC-102637,37,70800.0,2,MORTGAGE,10000,36,DEBT_CONSOLIDATION,21.12,34.89,0,2,0
BARC-102638,25,33500.0,3,MORTGAGE,10000,36,HOME_IMPROVEMENT,24.61,69.46,0,4,0
BARC-102639,40,28700.0,5,RENT,5000,36,HOME_IMPROVEMENT,2.0,42.64,0,2,0
BARC-102640,41,67300.0,2,MORTGAGE,20000,36,HOME_IMPROVEMENT,21.04,50.79,0,1,0
BARC-102641,60,47700.0,10,MORTGAGE,7500,36,CREDIT_CARD_REFINANCE,22.95,50.75,1,1,0
BARC-102642,51,13900.0,10,RENT,7500,36,HOME_IMPROVEMENT,19.96,42.84,0,1,0
BARC-102643,66,25900.0,0,RENT,10000,60,DEBT_CONSOLIDATION,31.52,54.84,0,0,1
BARC-102644,56,43400.0,5,MORTGAGE,20000,36,DEBT_CONSOLIDATION,21.49,2.21,0,0,0
BARC-102645,31,21700.0,3,RENT,7500,36,CREDIT_CARD_REFINANCE,20.07,41.67,0,2,0
BARC-102646,35,110900.0,5,RENT,7500,36,DEBT_CONSOLIDATION,8.88,47.96,0,1,0
BARC-102647,39,38600.0,5,MORTGAGE,10000,36,HOME_IMPROVEMENT,15.71,29.86,1,0,0
BARC-102648,27,24000.0,0,RENT,20000,60,DEBT_CONSOLIDATION,3.41,71.77,0,1,0
BARC-102649,48,19600.0,5,RENT,5000,60,HOME_IMPROVEMENT,12.85,56.74,0,1,1
BARC-102650,63,60500.0,2,MORTGAGE,7500,36,CREDIT_CARD_REFINANCE,2.95,23.96,1,3,0
BARC-102651,25,25400.0,5,RENT,5000,36,HOME_IMPROVEMENT,23.98,49.48,1,0,0
BARC-102652,25,44800.0,10,OWN,7500,60,MEDICAL,28.29,39.82,0,1,1
BARC-102653,50,19300.0,2,MORTGAGE,15000,36,MAJOR_PURCHASE,15.0,69.63,2,3,0
BARC-102654,52,37700.0,2,RENT,15000,36,DEBT_CONSOLIDATION,8.49,34.8,0,0,0
BARC-102655,28,25600.0,0,OWN,2500,36,DEBT_CONSOLIDATION,19.24,43.76,0,2,0
BARC-102656,30,30500.0,5,RENT,7500,36,MAJOR_PURCHASE,21.91,49.82,0,0,0
BARC-102657,58,23400.0,10,RENT,5000,60,DEBT_CONSOLIDATION,15.26,44.57,0,1,0
BARC-102658,67,63800.0,5,MORTGAGE,5000,36,DEBT_CONSOLIDATION,12.7,70.43,2,1,0
BARC-102659,52,27700.0,3,MORTGAGE,7500,36,DEBT_CONSOLIDATION,29.56,41.24,0,1,0
BARC-102660,48,33600.0,10,MORTGAGE,2500,36,DEBT_CONSOLIDATION,20.49,55.87,0,0,0
BARC-102661,37,34500.0,5,MORTGAGE,7500,36,DEBT_CONSOLIDATION,13.89,21.58,0,1,0
BARC-102662,51,88100.0,15,MORTGAGE,10000,60,DEBT_CONSOLIDATION,12.01,67.22,0,2,0
BARC-102663,28,59300.0,8,RENT,7500,36,CREDIT_CARD_REFINANCE,15.14,42.85,0,2,0
BARC-102664,60,56100.0,10,OWN,10000,36,MAJOR_PURCHASE,5.36,20.22,0,0,0
BARC-102665,45,15200.0,5,RENT,15000,36,MAJOR_PURCHASE,11.82,41.74,0,0,0
BARC-102666,29,25300.0,15,RENT,20000,36,MEDICAL,21.22,41.73,1,0,1
BARC-102667,22,69800.0,5,MORTGAGE,15000,60,DEBT_CONSOLIDATION,16.28,17.93,0,0,0
BARC-102668,35,19100.0,5,RENT,15000,36,DEBT_CONSOLIDATION,16.74,42.02,0,0,0
BARC-102669,23,38000.0,1,MORTGAGE,7500,60,DEBT_CONSOLIDATION,22.48,59.77,0,2,0
BARC-102670,56,20200.0,15,RENT,7500,36,DEBT_CONSOLIDATION,11.43,42.69,1,0,0
BARC-102671,24,21400.0,3,RENT,5000,36,CREDIT_CARD_REFINANCE,15.06,66.0,0,2,1
BARC-102672,34,91500.0,8,RENT,15000,60,DEBT_CONSOLIDATION,30.73,70.6,0,0,0
BARC-102673,61,53900.0,3,RENT,7500,60,HOME_IMPROVEMENT,16.87,23.76,1,1,0
BARC-102674,61,62400.0,10,MORTGAGE,2500,36,DEBT_CONSOLIDATION,21.85,51.6,0,3,1
BARC-102675,45,55900.0,1,RENT,2500,36,CREDIT_CARD_REFINANCE,28.59,46.45,0,2,0
BARC-102676,30,33600.0,10,RENT,5000,60,MAJOR_PURCHASE,23.44,15.91,0,0,0
BARC-102677,41,24800.0,5,RENT,2500,36,CREDIT_CARD_REFINANCE,18.68,55.46,0,0,1
BARC-102678,56,29100.0,15,RENT,10000,36,CREDIT_CARD_REFINANCE,6.42,62.1,0,0,1
BARC-102679,32,32700.0,5,MORTGAGE,2500,36,CREDIT_CARD_REFINANCE,21.86,21.32,1,1,0
BARC-102680,47,96500.0,5,RENT,10000,36,MEDICAL,7.26,35.49,0,0,0
BARC-102681,60,17400.0,3,MORTGAGE,5000,36,DEBT_CONSOLIDATION,9.21,27.1,0,0,0
BARC-102682,22,26800.0,3,MORTGAGE,15000,36,HOME_IMPROVEMENT,15.13,2.4,0,2,0
BARC-102683,33,22000.0,1,MORTGAGE,10000,36,HOME_IMPROVEMENT,33.98,26.04,0,1,1
BARC-102684,52,64900.0,3,RENT,20000,60,DEBT_CONSOLIDATION,20.16,84.82,0,1,0
BARC-102685,51,100700.0,5,RENT,7500,60,CREDIT_CARD_REFINANCE,30.46,47.25,0,2,0
BARC-102686,36,43000.0,1,MORTGAGE,7500,36,CREDIT_CARD_REFINANCE,14.04,37.69,0,1,0
BARC-102687,52,45000.0,2,MORTGAGE,7500,36,DEBT_CONSOLIDATION,21.27,15.5,1,0,0
BARC-102688,52,38200.0,10,RENT,5000,60,DEBT_CONSOLIDATION,24.84,48.09,0,0,0
BARC-102689,54,46200.0,1,RENT,7500,36,DEBT_CONSOLIDATION,13.82,28.99,0,4,0
BARC-102690,31,55600.0,2,MORTGAGE,2500,60,HOME_IMPROVEMENT,28.56,25.01,0,0,0
BARC-102691,30,45900.0,0,RENT,20000,60,HOME_IMPROVEMENT,10.72,46.24,0,1,0
BARC-102692,35,47800.0,8,MORTGAGE,25000,36,HOME_IMPROVEMENT,20.13,49.33,1,2,0
BARC-102693,37,55600.0,10,MORTGAGE,20000,60,CREDIT_CARD_REFINANCE,34.47,34.27,0,0,0
BARC-102694,60,13700.0,10,OWN,2500,36,MAJOR_PURCHASE,17.39,19.11,1,0,0
BARC-102695,38,36400.0,10,RENT,5000,36,HOME_IMPROVEMENT,9.97,36.85,0,0,0
BARC-102696,29,43000.0,3,RENT,15000,60,DEBT_CONSOLIDATION,10.6,36.46,0,0,1
BARC-102697,45,45700.0,5,MORTGAGE,7500,36,MAJOR_PURCHASE,29.76,40.76,0,0,0
BARC-102698,60,33100.0,8,MORTGAGE,2500,36,MAJOR_PURCHASE,14.22,0.0,0,0,0
BARC-102699,34,39700.0,10,MORTGAGE,7500,36,MAJOR_PURCHASE,13.35,55.67,0,1,0
BARC-102700,45,24400.0,8,MORTGAGE,7500,36,CREDIT_CARD_REFINANCE,10.22,42.74,0,0,0
BARC-102701,42,13700.0,5,RENT,10000,36,DEBT_CONSOLIDATION,11.27,10.65,0,0,0
BARC-102702,50,62400.0,5,MORTGAGE,2500,60,HOME_IMPROVEMENT,16.92,53.2,0,0,0
BARC-102703,40,19500.0,3,MORTGAGE,20000,36,DEBT_CONSOLIDATION,15.55,59.59,0,4,0
BARC-102704,41,33200.0,0,RENT,2500,36,HOME_IMPROVEMENT,20.97,59.78,0,1,0
BARC-102705,64,24100.0,1,OWN,7500,60,DEBT_CONSOLIDATION,18.96,26.65,0,3,1
BARC-102706,52,86900.0,3,MORTGAGE,2500,60,DEBT_CONSOLIDATION,4.95,43.87,0,0,0
BARC-102707,66,34800.0,5,MORTGAGE,10000,36,CREDIT_CARD_REFINANCE,25.63,59.44,3,1,1
BARC-102708,41,30600.0,8,RENT,20000,36,CREDIT_CARD_REFINANCE,30.87,55.45,0,0,0
BARC-102709,55,54800.0,10,OWN,15000,36,MAJOR_PURCHASE,6.1,24.79,0,0,0
BARC-102710,52,118900.0,5,MORTGAGE,7500,36,DEBT_CONSOLIDATION,10.78,39.52,0,1,0
BARC-102711,50,45400.0,3,RENT,5000,36,CREDIT_CARD_REFINANCE,4.89,54.89,0,0,0
BARC-102712,59,29500.0,8,RENT,5000,60,DEBT_CONSOLIDATION,11.45,34.2,0,0,0
BARC-102713,32,53300.0,3,MORTGAGE,5000,36,DEBT_CONSOLIDATION,22.52,25.29,0,1,0
BARC-102714,61,15300.0,1,RENT,10000,36,HOME_IMPROVEMENT,4.51,36.22,0,2,0
BARC-102715,67,37300.0,0,RENT,5000,36,DEBT_CONSOLIDATION,31.06,76.06,0,1,1
BARC-102716,38,108700.0,8,RENT,7500,60,CREDIT_CARD_REFINANCE,10.57,34.93,0,0,0
BARC-102717,41,39600.0,10,OWN,25000,36,DEBT_CONSOLIDATION,7.86,3.35,0,0,0
BARC-102718,33,38500.0,8,RENT,5000,60,DEBT_CONSOLIDATION,19.85,18.14,0,0,0
BARC-102719,41,36700.0,0,MORTGAGE,7500,60,DEBT_CONSOLIDATION,40.34,35.43,2,0,0
BARC-102720,28,29200.0,2,MORTGAGE,15000,36,DEBT_CONSOLIDATION,15.98,59.31,0,0,0
BARC-102721,66,43200.0,15,MORTGAGE,7500,36,HOME_IMPROVEMENT,14.04,22.68,2,1,0
BARC-102722,60,55600.0,8,MORTGAGE,10000,36,MAJOR_PURCHASE,9.98,36.83,0,0,0
BARC-102723,66,30300.0,8,RENT,2500,60,HOME_IMPROVEMENT,20.02,34.35,0,0,0
BARC-102724,27,9200.0,10,MORTGAGE,5000,36,DEBT_CONSOLIDATION,17.03,28.95,0,4,1
BARC-102725,43,46900.0,10,MORTGAGE,7500,36,MEDICAL,23.58,37.28,0,0,0
BARC-102726,64,117400.0,3,RENT,2500,60,MAJOR_PURCHASE,29.74,73.65,3,0,0
BARC-102727,52,29500.0,3,MORTGAGE,15000,36,HOME_IMPROVEMENT,34.88,32.78,0,2,0
BARC-102728,31,16200.0,0,MORTGAGE,15000,36,CREDIT_CARD_REFINANCE,17.07,74.68,0,2,0
BARC-102729,42,52700.0,15,OWN,2500,60,CREDIT_CARD_REFINANCE,22.49,75.86,1,0,0
BARC-102730,42,94800.0,1,RENT,2500,60,DEBT_CONSOLIDATION,15.15,35.79,0,0,0
BARC-102731,63,48600.0,5,RENT,15000,36,DEBT_CONSOLIDATION,9.32,28.61,2,0,0
BARC-102732,45,93800.0,5,RENT,10000,36,DEBT_CONSOLIDATION,17.85,48.89,0,0,0
BARC-102733,42,56200.0,15,RENT,2500,60,DEBT_CONSOLIDATION,24.56,100.0,1,1,0
BARC-102734,48,53600.0,3,RENT,5000,36,MAJOR_PURCHASE,25.04,33.85,0,0,0
BARC-102735,49,27300.0,8,RENT,5000,36,MEDICAL,19.36,73.37,1,2,1
BARC-102736,33,42500.0,15,MORTGAGE,10000,36,DEBT_CONSOLIDATION,27.57,35.51,0,0,0
BARC-102737,38,35700.0,5,MORTGAGE,7500,36,DEBT_CONSOLIDATION,22.31,23.96,2,0,1
BARC-102738,22,35100.0,5,RENT,5000,36,MAJOR_PURCHASE,5.89,84.46,0,0,0
BARC-102739,49,31600.0,5,MORTGAGE,7500,60,DEBT_CONSOLIDATION,15.39,44.14,0,1,0
BARC-102740,41,41100.0,10,MORTGAGE,25000,60,CREDIT_CARD_REFINANCE,26.22,36.85,0,0,1
BARC-102741,35,17800.0,0,RENT,7500,36,HOME_IMPROVEMENT,15.52,42.8,0,1,0
BARC-102742,47,56800.0,8,RENT,10000,60,DEBT_CONSOLIDATION,22.26,47.2,0,1,1
BARC-102743,51,22400.0,1,MORTGAGE,7500,36,DEBT_CONSOLIDATION,30.37,32.91,0,2,0
BARC-102744,35,31600.0,8,MORTGAGE,2500,60,CREDIT_CARD_REFINANCE,8.22,39.46,0,1,0
BARC-102745,43,43600.0,10,MORTGAGE,5000,60,DEBT_CONSOLIDATION,16.48,27.95,0,0,0
BARC-102746,44,21800.0,5,OWN,7500,36,MEDICAL,27.22,60.56,0,0,0
BARC-102747,64,12300.0,3,MORTGAGE,15000,60,DEBT_CONSOLIDATION,14.79,11.35,0,0,0
BARC-102748,33,29400.0,8,MORTGAGE,5000,36,HOME_IMPROVEMENT,12.46,38.52,0,1,0
BARC-102749,42,16500.0,0,RENT,7500,36,CREDIT_CARD_REFINANCE,18.32,45.26,0,0,0
BARC-102750,63,53700.0,5,RENT,10000,36,CREDIT_CARD_REFINANCE,24.93,14.89,0,0,0
BARC-102751,57,19300.0,2,RENT,20000,36,HOME_IMPROVEMENT,20.82,48.22,0,0,1
BARC-102752,53,82200.0,8,OWN,7500,60,MAJOR_PURCHASE,31.32,61.77,0,3,0
BARC-102753,23,36200.0,1,RENT,7500,60,MAJOR_PURCHASE,32.42,26.63,0,2,0
BARC-102754,39,37500.0,1,OWN,10000,36,CREDIT_CARD_REFINANCE,20.74,40.05,3,0,1
BARC-102755,43,12200.0,5,MORTGAGE,5000,36,DEBT_CONSOLIDATION,15.82,20.44,1,2,0
BARC-102756,49,39300.0,5,MORTGAGE,7500,36,MEDICAL,15.3,46.2,0,1,1
BARC-102757,50,34700.0,3,RENT,7500,60,DEBT_CONSOLIDATION,8.56,56.4,0,0,1
BARC-102758,59,17800.0,5,RENT,7500,60,DEBT_CONSOLIDATION,31.32,54.62,0,0,0
BARC-102759,64,38100.0,0,MORTGAGE,5000,60,DEBT_CONSOLIDATION,18.35,28.23,0,0,0
BARC-102760,67,29200.0,2,OWN,5000,36,DEBT_CONSOLIDATION,20.92,28.89,0,0,0
BARC-102761,45,32200.0,0,OWN,7500,36,DEBT_CONSOLIDATION,28.35,42.49,0,0,0
BARC-102762,57,36800.0,5,RENT,2500,36,DEBT_CONSOLIDATION,24.76,49.32,0,0,0
BARC-102763,67,28000.0,8,OWN,7500,36,DEBT_CONSOLIDATION,20.07,51.11,0,0,0
BARC-102764,28,41600.0,5,MORTGAGE,20000,60,HOME_IMPROVEMENT,12.73,24.22,0,0,0
BARC-102765,62,34600.0,5,MORTGAGE,10000,36,DEBT_CONSOLIDATION,14.32,28.72,0,2,1
BARC-102766,36,47100.0,3,RENT,2500,36,HOME_IMPROVEMENT,24.47,19.81,0,2,0
BARC-102767,28,27200.0,3,MORTGAGE,7500,36,HOME_IMPROVEMENT,15.16,51.08,0,0,0
BARC-102768,21,20200.0,5,RENT,5000,60,MAJOR_PURCHASE,30.55,22.08,1,1,0
BARC-102769,64,24600.0,0,MORTGAGE,7500,36,HOME_IMPROVEMENT,12.64,37.97,2,1,0
BARC-102770,25,80300.0,5,MORTGAGE,25000,60,DEBT_CONSOLIDATION,5.82,23.18,0,0,0
BARC-102771,23,61400.0,5,RENT,20000,36,DEBT_CONSOLIDATION,37.28,40.45,0,0,0
BARC-102772,21,70800.0,5,OWN,7500,60,HOME_IMPROVEMENT,24.88,60.21,0,0,0
BARC-102773,24,73500.0,10,OWN,20000,60,MEDICAL,20.29,44.08,1,2,0
BARC-102774,60,28100.0,10,MORTGAGE,2500,36,DEBT_CONSOLIDATION,10.03,40.5,0,0,0
BARC-102775,55,42700.0,10,MORTGAGE,5000,36,HOME_IMPROVEMENT,23.21,48.57,0,0,0
BARC-102776,52,37900.0,3,RENT,5000,60,CREDIT_CARD_REFINANCE,25.9,61.27,0,1,0
BARC-102777,62,52200.0,3,RENT,2500,60,DEBT_CONSOLIDATION,13.37,47.43,0,1,0
BARC-102778,54,31000.0,2,MORTGAGE,10000,60,CREDIT_CARD_REFINANCE,25.54,32.17,0,0,0
BARC-102779,63,38200.0,0,RENT,10000,36,DEBT_CONSOLIDATION,23.41,52.32,0,0,0
BARC-102780,45,37800.0,5,MORTGAGE,10000,36,DEBT_CONSOLIDATION,13.74,45.52,0,2,0
BARC-102781,30,48700.0,15,MORTGAGE,5000,36,DEBT_CONSOLIDATION,32.31,34.37,0,2,0
BARC-102782,41,52100.0,8,MORTGAGE,10000,36,HOME_IMPROVEMENT,14.39,26.1,0,1,0
BARC-102783,66,38200.0,5,MORTGAGE,2500,36,MAJOR_PURCHASE,2.54,5.32,0,0,0
BARC-102784,59,38900.0,2,MORTGAGE,5000,60,CREDIT_CARD_REFINANCE,18.68,84.15,0,0,0
BARC-102785,47,41100.0,1,OWN,20000,36,CREDIT_CARD_REFINANCE,11.97,7.18,2,0,0
BARC-102786,47,89800.0,2,RENT,2500,36,DEBT_CONSOLIDATION,16.81,74.42,0,1,0
BARC-102787,22,14000.0,5,MORTGAGE,5000,36,HOME_IMPROVEMENT,32.66,28.5,0,0,0
BARC-102788,61,21300.0,5,RENT,25000,60,MAJOR_PURCHASE,13.48,83.62,0,1,0
BARC-102789,33,52600.0,3,RENT,15000,36,CREDIT_CARD_REFINANCE,21.97,52.27,0,0,0
BARC-102790,29,42100.0,1,MORTGAGE,10000,60,HOME_IMPROVEMENT,21.19,39.62,0,0,0
BARC-102791,56,42000.0,2,RENT,20000,36,HOME_IMPROVEMENT,29.78,3.08,0,0,0
BARC-102792,42,52400.0,2,OWN,5000,60,HOME_IMPROVEMENT,2.0,44.87,0,1,0
BARC-102793,62,40900.0,5,RENT,7500,36,DEBT_CONSOLIDATION,9.58,56.56,0,1,0
BARC-102794,46,26700.0,1,MORTGAGE,5000,36,DEBT_CONSOLIDATION,15.04,27.28,0,1,0
BARC-102795,32,51300.0,2,MORTGAGE,10000,36,DEBT_CONSOLIDATION,23.54,41.45,0,2,0
BARC-102796,37,36700.0,3,MORTGAGE,15000,60,DEBT_CONSOLIDATION,14.72,85.01,1,0,0
BARC-102797,34,28400.0,5,MORTGAGE,15000,60,MAJOR_PURCHASE,11.51,74.15,0,2,0
BARC-102798,34,53100.0,2,MORTGAGE,7500,36,HOME_IMPROVEMENT,28.32,36.11,0,0,0
BARC-102799,54,52000.0,1,RENT,15000,36,DEBT_CONSOLIDATION,19.42,50.81,0,0,0
BARC-102800,40,40900.0,0,RENT,20000,36,DEBT_CONSOLIDATION,16.82,32.57,0,0,0
BARC-102801,31,93400.0,1,OWN,10000,36,DEBT_CONSOLIDATION,23.5,76.3,0,3,0
BARC-102802,36,75300.0,10,RENT,15000,36,DEBT_CONSOLIDATION,24.87,54.39,2,1,0
BARC-102803,51,63000.0,3,MORTGAGE,15000,36,DEBT_CONSOLIDATION,9.41,50.94,0,3,0
BARC-102804,26,149000.0,5,MORTGAGE,7500,36,DEBT_CONSOLIDATION,5.89,49.62,0,1,0
BARC-102805,39,33500.0,5,OWN,20000,60,DEBT_CONSOLIDATION,21.31,70.26,1,1,0
BARC-102806,57,28100.0,2,RENT,15000,36,CREDIT_CARD_REFINANCE,15.63,22.94,1,0,0
BARC-102807,24,58300.0,10,MORTGAGE,5000,60,HOME_IMPROVEMENT,38.9,63.66,1,1,0
BARC-102808,67,31600.0,15,MORTGAGE,2500,36,HOME_IMPROVEMENT,39.1,54.89,0,2,0
BARC-102809,24,36600.0,2,RENT,7500,36,HOME_IMPROVEMENT,8.02,65.66,0,0,0
BARC-102810,40,21100.0,10,RENT,5000,36,MAJOR_PURCHASE,27.47,52.03,0,2,0
BARC-102811,30,50700.0,8,MORTGAGE,7500,36,MAJOR_PURCHASE,16.07,55.83,2,0,0
BARC-102812,44,16200.0,10,RENT,15000,60,DEBT_CONSOLIDATION,25.05,52.15,0,1,0
BARC-102813,55,34400.0,3,RENT,2500,36,CREDIT_CARD_REFINANCE,17.76,32.39,0,0,0
BARC-102814,46,36000.0,8,RENT,5000,36,DEBT_CONSOLIDATION,21.95,35.3,2,0,0
BARC-102815,57,28600.0,2,RENT,5000,60,DEBT_CONSOLIDATION,16.95,58.52,0,0,0
BARC-102816,58,13800.0,15,MORTGAGE,15000,36,DEBT_CONSOLIDATION,15.48,59.92,0,0,0
BARC-102817,41,13800.0,8,MORTGAGE,2500,36,MAJOR_PURCHASE,12.19,66.99,0,2,0
BARC-102818,60,24100.0,0,MORTGAGE,7500,36,CREDIT_CARD_REFINANCE,21.28,66.99,0,0,1
BARC-102819,59,48800.0,10,OWN,2500,36,DEBT_CONSOLIDATION,27.9,29.22,1,1,0
BARC-102820,41,42600.0,15,MORTGAGE,15000,36,DEBT_CONSOLIDATION,22.33,50.81,0,1,0
BARC-102821,30,36000.0,3,OWN,10000,36,MAJOR_PURCHASE,24.95,47.75,0,0,0
BARC-102822,58,22300.0,5,MORTGAGE,5000,36,HOME_IMPROVEMENT,44.43,44.07,0,0,0
BARC-102823,66,43800.0,15,MORTGAGE,5000,36,DEBT_CONSOLIDATION,19.34,8.97,0,0,0
BARC-102824,24,13500.0,5,RENT,5000,60,DEBT_CONSOLIDATION,17.59,19.71,1,3,0
BARC-102825,65,9700.0,8,RENT,7500,36,CREDIT_CARD_REFINANCE,10.06,52.03,0,0,0
BARC-102826,40,31800.0,5,MORTGAGE,2500,36,DEBT_CONSOLIDATION,31.18,23.29,0,0,0
BARC-102827,37,26900.0,0,MORTGAGE,5000,60,DEBT_CONSOLIDATION,27.3,54.13,0,1,0
BARC-102828,27,63400.0,5,MORTGAGE,7500,60,MEDICAL,5.18,40.16,0,0,0
BARC-102829,24,39600.0,10,MORTGAGE,10000,36,MEDICAL,2.0,0.85,0,0,0
BARC-102830,49,90000.0,0,MORTGAGE,5000,60,DEBT_CONSOLIDATION,9.82,9.79,0,0,0
BARC-102831,34,26900.0,3,MORTGAGE,5000,36,DEBT_CONSOLIDATION,7.02,53.29,0,1,0
BARC-102832,23,47500.0,10,RENT,15000,36,MEDICAL,3.24,43.26,1,0,0
BARC-102833,44,31600.0,3,RENT,5000,36,HOME_IMPROVEMENT,17.26,34.33,0,0,0
BARC-102834,57,77600.0,15,MORTGAGE,10000,36,HOME_IMPROVEMENT,28.39,70.58,0,0,0
BARC-102835,36,32500.0,3,RENT,7500,36,MEDICAL,18.79,22.06,0,0,1
BARC-102836,24,58100.0,8,RENT,7500,60,HOME_IMPROVEMENT,41.73,71.91,3,3,0
BARC-102837,44,20100.0,2,OWN,7500,60,HOME_IMPROVEMENT,23.22,0.0,0,0,0
BARC-102838,54,28900.0,3,MORTGAGE,2500,36,CREDIT_CARD_REFINANCE,7.87,65.74,0,2,0
BARC-102839,50,34700.0,8,RENT,25000,36,HOME_IMPROVEMENT,10.09,57.52,0,0,1
BARC-102840,38,72800.0,0,RENT,7500,36,DEBT_CONSOLIDATION,28.07,72.41,0,0,0
BARC-102841,39,10800.0,1,RENT,7500,60,HOME_IMPROVEMENT,17.85,10.83,1,0,0
BARC-102842,51,30200.0,2,RENT,2500,60,DEBT_CONSOLIDATION,13.52,85.28,0,0,0
BARC-102843,39,29700.0,2,RENT,7500,60,MAJOR_PURCHASE,19.12,12.61,0,1,0
BARC-102844,66,11600.0,0,RENT,10000,36,DEBT_CONSOLIDATION,2.0,52.11,2,0,1
BARC-102845,39,28100.0,15,MORTGAGE,5000,36,DEBT_CONSOLIDATION,27.58,47.35,0,0,0
BARC-102846,42,15600.0,2,RENT,10000,36,DEBT_CONSOLIDATION,11.85,76.01,1,1,0
BARC-102847,44,10100.0,8,MORTGAGE,10000,36,CREDIT_CARD_REFINANCE,11.25,6.63,0,1,0
BARC-102848,65,31400.0,3,MORTGAGE,10000,36,HOME_IMPROVEMENT,10.02,50.76,0,1,0
BARC-102849,32,30900.0,15,MORTGAGE,25000,36,DEBT_CONSOLIDATION,19.49,51.01,0,0,0
BARC-102850,50,31700.0,1,MORTGAGE,7500,36,MEDICAL,17.9,38.93,0,3,0
BARC-102851,58,41700.0,3,RENT,7500,36,MEDICAL,14.53,39.98,1,0,0
BARC-102852,51,22400.0,3,MORTGAGE,2500,60,CREDIT_CARD_REFINANCE,19.28,52.94,0,0,0
BARC-102853,56,97200.0,8,RENT,5000,60,DEBT_CONSOLIDATION,16.19,36.87,0,1,0
BARC-102854,39,35700.0,5,RENT,10000,60,DEBT_CONSOLIDATION,5.26,14.2,0,2,1
BARC-102855,65,73700.0,8,RENT,7500,36,HOME_IMPROVEMENT,14.95,72.4,0,0,0
BARC-102856,56,14400.0,10,MORTGAGE,7500,36,CREDIT_CARD_REFINANCE,32.93,2.78,0,0,0
BARC-102857,50,22900.0,2,MORTGAGE,10000,36,MAJOR_PURCHASE,13.15,73.05,0,0,0
